PropertyClass,PropertyZone,PropertyFrontage,PropertySize,Street,Alley,PropertyShape,Elevation,Amenities,Orientation,Grade,Neighborhood,Condition1,Condition2,BldgType,PropertyStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Roof1Material,Roof2Material,ExteriorCladdingType,ExteriorCladdingArea,ExterQual,ExterCond,PropertyFooting,BsmntFinish,BsmntMaintenance,BsmntVisibility,BsmntFinRat1,BsmntFinSty1,BsmntFinQual1,BsmtFinSF2,BsmtUnfSF,BsmntSqFtage,Heating,HeatingEfficiency,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,Bath1,Bath2,BedroomUpLev,KitchenUpLev,KitchenQual,CntRmsUpLev,Functional,CntFireplaces,QualFireplace,BasementType,BasementYrBlt,BasementFinish,BasementCars,BasementSqFootage,BasementQual,BasementCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,BoundaryFeatures,AddFeatures,AddVal,SaleMon,SaleYr,SaleType,SaleCondn,PropPrice,TotalSF,TotalBathrooms,PropertyAge,RemodAge,IsRemodeled,TotalPorchSF,HasPool,HasGarage,HasFireplace
75,RL,53.0,7128,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,4,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,3,7,Typ,2,4,Detchd,1941.0,Unf,1,240,3,3,Y,0,0,0,0,126,0,0,MnPrv,None,0,8,2007,WD,Normal,164000,2564,2.0,66,57,1,126,0,1,1
80,RL,73.0,12095,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,3,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,3,7,Typ,1,2,Attchd,1964.0,RFn,2,645,3,3,Y,180,0,0,0,0,0,0,MnPrv,None,0,8,2009,WD,Normal,158000,2572,1.5,45,45,0,180,0,1,1
20,RL,102.0,17920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,3,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,6,Typ,1,4,Attchd,1955.0,Unf,2,454,3,3,Y,0,418,0,0,312,0,0,None,None,0,7,2006,WD,Abnorml,170000,3542,2.5,51,32,1,730,0,1,1
20,RL,71.0,6897,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,5,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,6,Typ,0,0,Detchd,1962.0,Unf,1,260,3,3,Y,0,104,0,0,0,0,0,None,None,0,4,2010,WD,Normal,127000,2080,2.5,48,0,1,104,0,1,0
80,RL,70.0,10970,Pave,None,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,3,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,1981.0,Unf,2,576,3,2,Y,0,0,34,0,0,0,0,MnPrv,None,0,10,2008,WD,Normal,147000,1966,2.0,30,30,0,34,0,1,0
60,RL,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,GasA,4,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,1994.0,Fin,2,343,3,3,Y,0,36,0,0,0,0,0,None,None,0,3,2009,WD,Normal,174000,2183,2.5,15,14,1,36,0,1,1
20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,3,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,6,Typ,1,3,Attchd,1976.0,RFn,2,479,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,6,2009,WD,Family,152000,2460,2.0,33,33,0,0,0,1,1
60,RL,80.0,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,3,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,9,Typ,1,4,Attchd,1968.0,Unf,2,619,3,3,Y,0,65,0,0,222,0,0,None,None,0,8,2006,WD,Normal,250000,3708,3.5,38,22,1,287,0,1,1
50,RL,55.0,7642,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,GasA,4,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,4,7,Typ,1,4,Detchd,1925.0,Unf,1,216,3,3,Y,0,240,0,0,0,0,0,GdPrv,None,0,6,2007,WD,Normal,189950,2338,1.5,89,9,1,240,0,1,1
190,RL,75.0,11625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3,3,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,GasA,5,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1965.0,Unf,2,504,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,131500,2078,2.5,45,45,0,0,0,1,0
20,RL,81.0,9672,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,3,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,1986.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,5,2010,WD,Normal,152000,2137,2.0,26,25,1,0,0,1,0
20,RL,70.0,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,GasA,3,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1959.0,Unf,1,672,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,7,2009,WD,Normal,132500,2296,2.0,50,50,0,0,0,1,0
20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,GasA,5,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2008.0,Fin,2,529,3,3,Y,0,140,0,0,0,0,0,None,None,0,5,2008,New,Partial,250580,2744,2.0,1,0,1,140,0,1,0
20,RL,73.0,8750,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,3,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,1973.0,Unf,2,902,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,8,2009,WD,Normal,148500,2004,2.0,39,39,0,0,0,1,0
20,RL,67.0,10656,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,GasA,5,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,RFn,3,870,3,3,Y,192,80,0,0,0,0,0,None,None,0,11,2007,New,Partial,248900,3284,2.0,1,0,1,272,0,1,1
20,RL,85.0,6970,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,GasA,3,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,Typ,0,0,Attchd,1961.0,RFn,2,544,3,3,Y,168,0,0,0,0,0,0,None,Shed,400,5,2007,WD,Normal,129000,2160,2.5,46,46,0,168,0,1,0
60,RL,65.0,14762,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,None,None,None,None,0,None,0,0,0,GasA,4,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,Typ,1,3,Attchd,1979.0,Unf,2,672,3,3,P,120,144,0,0,0,0,0,None,None,0,5,2006,WD,Normal,169000,2267,2.0,58,56,1,264,0,1,1
60,RL,80.0,9938,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,GasA,5,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,4,8,Typ,1,3,Attchd,1993.0,Fin,2,574,3,3,Y,156,90,0,0,0,0,0,GdPrv,None,0,6,2010,WD,Normal,236000,2999,3.5,17,16,1,246,0,1,1
20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,4,N,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1962.0,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,109500,1788,1.0,47,47,0,0,0,1,0
60,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,GasA,5,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,1998.0,RFn,2,523,3,3,Y,0,77,0,0,0,0,0,None,None,0,6,2010,WD,Normal,200500,2486,2.5,12,12,0,77,0,1,0
20,RL,74.0,8892,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,GasA,4,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,Typ,0,0,Attchd,1953.0,Unf,2,414,3,3,Y,196,0,150,0,0,0,0,GdWo,None,0,10,2008,WD,Normal,116000,1015,1.0,55,12,1,346,0,1,0
40,RL,60.0,12144,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,4,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,6,Typ,1,4,Attchd,1949.0,Unf,1,288,3,3,Y,0,28,0,0,0,0,0,None,Othr,0,9,2009,WD,Normal,133000,1868,1.0,60,59,1,28,0,1,1
50,RM,52.0,5720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,5,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,Typ,0,0,Detchd,1941.0,Unf,1,200,3,3,Y,26,0,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,66500,1807,1.5,68,59,1,26,0,1,0
60,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,5,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,5,11,Typ,1,4,BuiltIn,2007.0,Fin,2,550,3,3,Y,208,364,0,0,0,0,0,None,None,0,8,2007,New,Partial,303477,3794,2.5,0,0,0,572,0,1,1
20,RL,94.0,25286,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,GasA,4,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1963.0,Unf,2,648,3,3,Y,0,0,0,0,0,0,0,None,None,0,1,2007,WD,Normal,132250,2104,2.0,44,44,0,0,0,1,0
60,RL,74.0,8834,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,GasA,5,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,5,10,Typ,1,4,Attchd,2004.0,Fin,3,738,3,3,Y,184,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,350000,3686,3.5,5,4,1,184,0,1,1
85,RL,88.0,11782,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,GasA,3,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,4,6,Min2,0,0,Detchd,1987.0,Unf,2,576,3,3,Y,192,0,0,0,0,0,0,MnPrv,Shed,400,6,2010,WD,Normal,148000,2264,2.0,49,15,1,192,0,1,0
20,RL,70.0,7000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1978.0,Unf,1,336,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,7,2009,WD,Normal,136500,1728,2.0,31,4,1,0,0,1,0
20,RL,60.0,7024,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,GasA,4,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,3,5,Typ,0,0,Attchd,2005.0,Fin,2,450,3,3,Y,0,49,0,0,0,0,0,None,None,0,6,2007,WD,Normal,157000,2180,2.5,2,1,1,49,0,1,0
50,RL,44.0,13758,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,GasA,5,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1990.0,RFn,2,400,3,3,Y,168,36,0,0,0,0,0,None,None,0,4,2007,WD,Normal,187500,2873,2.5,17,16,1,204,0,1,1
60,RL,65.0,9636,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,4,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1993.0,RFn,2,389,3,3,Y,342,40,0,0,0,0,0,MnPrv,None,0,12,2009,WD,Normal,178000,2401,2.5,17,16,1,382,0,1,1
75,RL,60.0,6204,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,TA,Fa,No,Unf,0,Unf,0,795,795,GasA,3,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,3,10,Typ,0,0,Detchd,1997.0,Unf,1,440,3,4,Y,0,188,0,0,0,0,0,None,None,0,3,2006,WD,Normal,118500,2544,2.0,94,56,1,188,0,1,0
20,RL,65.0,7150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,TA,TA,No,BLQ,432,Unf,0,460,892,GasA,3,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,1967.0,RFn,1,288,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,7,2009,WD,Normal,100000,1784,1.0,42,42,0,0,0,1,0
120,FV,50.0,5119,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,5,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,1999.0,Fin,2,506,3,3,Y,97,65,0,0,0,0,0,None,None,0,1,2008,CWD,Abnorml,328900,3407,3.0,9,8,1,162,0,1,1
90,RL,70.0,8393,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,1626,GasA,5,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,2005.0,Fin,2,588,3,3,Y,272,54,0,0,0,0,0,None,None,0,6,2006,WD,Family,145000,3338,2.0,47,1,1,326,0,1,0
50,RL,59.0,16466,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,3,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,8,Typ,0,0,Attchd,1955.0,Unf,1,300,3,3,Y,121,0,0,0,265,0,0,None,None,0,4,2008,WD,Normal,135500,2209,1.5,53,53,0,386,0,1,0
20,RL,95.0,15865,Pave,None,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,5,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,4,8,Typ,1,3,Attchd,1970.0,Unf,2,621,3,3,Y,81,207,0,0,224,0,0,None,None,0,10,2007,WD,Normal,268000,4434,3.0,37,37,0,512,0,1,1
20,RL,128.0,12160,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,1505,GasA,5,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,Typ,1,3,Attchd,1953.0,RFn,2,505,3,3,Y,0,0,0,162,0,0,0,None,None,0,2,2009,WD,Normal,149500,3010,2.0,56,56,0,162,0,1,1
50,RL,60.0,8064,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,5,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,3,6,Typ,1,1,Detchd,2003.0,Unf,2,576,3,3,Y,0,0,0,0,0,0,0,MnPrv,Shed,2000,7,2007,WD,Normal,122900,1596,1.0,58,1,1,0,0,1,1
60,RL,70.0,11184,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,GasA,4,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1978.0,RFn,2,440,3,3,Y,243,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,172500,2601,2.5,31,31,0,243,0,1,1
20,RL,70.0,8414,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,GasA,3,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,3,6,Typ,0,0,Attchd,1963.0,RFn,1,264,3,3,Y,192,0,0,0,0,0,0,MnPrv,None,0,2,2006,WD,Normal,154500,2127,1.5,43,3,1,192,0,1,0
20,RL,71.0,13284,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,GasA,3,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,3,6,Typ,1,4,Attchd,1954.0,Unf,1,354,3,3,Y,511,116,0,0,0,0,0,GdPrv,None,0,6,2008,WD,Normal,165000,2766,2.0,54,54,0,627,0,1,1
90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,None,None,None,None,0,None,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1979.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Alloca,118858,1535,2.0,30,30,0,0,0,1,0
60,RL,71.0,7056,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,3,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,GasA,3,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,3,8,Typ,1,3,Attchd,1963.0,RFn,2,483,3,3,Y,0,50,0,0,0,0,0,None,None,0,10,2008,WD,Normal,140000,2576,2.5,45,45,0,50,0,1,1
30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,951,GasA,5,N,SBrkr,951,0,0,951,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,1936.0,Unf,1,327,3,3,Y,0,28,0,0,0,0,0,None,None,0,4,2006,WD,Abnorml,106500,1902,1.0,70,56,1,28,0,1,0
90,RL,64.0,7018,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,None,None,None,None,0,None,0,0,0,GasA,3,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,3,12,Typ,0,0,Detchd,1979.0,Unf,2,528,3,3,Y,154,0,0,0,0,0,0,None,None,0,6,2009,WD,Alloca,142953,2240,2.0,30,30,0,154,0,1,0
20,RL,100.0,12919,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,GasA,5,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,5,11,Typ,2,4,Attchd,2009.0,Fin,3,820,3,3,Y,0,67,0,0,0,0,0,None,None,0,3,2010,New,Partial,611657,4694,3.5,1,0,1,67,0,1,1
20,RL,65.0,6993,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,TA,TA,No,BLQ,465,Unf,0,447,912,GasA,3,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,3,6,Typ,1,3,Attchd,1961.0,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,135000,2148,1.0,45,12,1,0,0,1,1
20,RL,73.0,7340,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,GasA,3,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1979.0,Unf,1,684,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,110000,1716,1.0,36,36,0,0,0,1,0
